MT-TF	ENSG00000210049
KIAA2012-AS1	ENSG00000222035
OR7E159P	ENSG00000258849
PSMA2P3	ENSG00000227890
SLC4A9	ENSG00000113073
UBTFL11	ENSG00000233007
KIAA2012	ENSG00000182329
FTH1P19	ENSG00000219186
FLNC	ENSG00000128591
MACO1	ENSG00000204178
FTH1P27	ENSG00000234355
MAD2L2	ENSG00000116670
RETREG2	ENSG00000144567
PLAT	ENSG00000104368
RPGR	ENSG00000156313
NLRP3P1	ENSG00000277883
GPKOW	ENSG00000068394
TEX13B	ENSG00000170925
RPL30P13	ENSG00000229014
C12orf40	ENSG00000180116
SCN3B	ENSG00000166257
HMGB1P44	ENSG00000248956
TDRD5	ENSG00000162782
PLA2G12B	ENSG00000138308
PGAM1P5	ENSG00000257150
DAP3P1	ENSG00000225082
NTN4	ENSG00000074527
KANSL2	ENSG00000139620
CNPPD1	ENSG00000115649
SLC2A13	ENSG00000151229
TAOK3	ENSG00000135090
GPR15	ENSG00000154165
LINC02441	ENSG00000256643
LINC02369	ENSG00000256551
LINC02368	ENSG00000256659
RAP1GDS1	ENSG00000138698
SAR1AP2	ENSG00000213170
LBHD2	ENSG00000283071
PDCD2	ENSG00000071994
SPTBN2	ENSG00000173898
ADAM12	ENSG00000148848
TLX2	ENSG00000115297
TMEM132C	ENSG00000181234
ADAMTS17	ENSG00000140470
DDX19B	ENSG00000157349
SCN1A-AS1	ENSG00000236107
WBP11	ENSG00000084463
DUSP10	ENSG00000143507
CASC18	ENSG00000257859
KATNB1	ENSG00000140854
FAM163A	ENSG00000143340
PROK1	ENSG00000143125
PM20D1	ENSG00000162877
LENEP	ENSG00000163352
ST13P3	ENSG00000257773
ATP6V1FNB	ENSG00000272899
C2orf49	ENSG00000135974
KCP	ENSG00000135253
LRPAP1	ENSG00000163956
C12orf56	ENSG00000185306
HECW2-AS1	ENSG00000229056
SUMO1	ENSG00000116030
SLC15A4	ENSG00000139370
HECW2	ENSG00000138411
CYMP	ENSG00000240194
EXOC3L4	ENSG00000205436
SLC26A9	ENSG00000174502
DLG1	ENSG00000075711
HNRNPA1P56	ENSG00000248640
RPL17P50	ENSG00000213700
CYMP-AS1	ENSG00000235407
ZNF726	ENSG00000213967
LINC01655	ENSG00000227925
LINC02257	ENSG00000238042
LDLRAP1	ENSG00000157978
LINC02474	ENSG00000228437
VSIG1	ENSG00000101842
LINC01705	ENSG00000232679
DQX1	ENSG00000144045
TPPP2	ENSG00000179636
QRSL1P2	ENSG00000227613
B3GNT7	ENSG00000156966
ZBTB8OSP2	ENSG00000172799
CICP13	ENSG00000234419
ATP6V1F	ENSG00000128524
FLNC-AS1	ENSG00000242902
POLR2H	ENSG00000163882
LINC00677	ENSG00000259717
NAT9	ENSG00000109065
SPANXN4	ENSG00000189326
RPSAP62	ENSG00000226299
RNASE13	ENSG00000206150
OTC	ENSG00000036473
RNASE7	ENSG00000165799
DCST2	ENSG00000163354
B3GNT9	ENSG00000237172
FTLP16	ENSG00000229735
RPS2P5	ENSG00000240342
SPANXN3	ENSG00000189252
C16orf70	ENSG00000125149
MTND2P39	ENSG00000230130
FAM47DP	ENSG00000174678
AK5	ENSG00000154027
PGBD4P6	ENSG00000226064
GLT1D1	ENSG00000151948
HYPM	ENSG00000187516
LAX1	ENSG00000122188
MTND1P33	ENSG00000235539
GPR148	ENSG00000173302
CYBB	ENSG00000165168
SLITRK4	ENSG00000179542
RAB7B	ENSG00000276600
ZBTB7B	ENSG00000160685
ATP5MC1P8	ENSG00000224948
FRG1CP	ENSG00000282826
AMER3	ENSG00000178171
SUDS3	ENSG00000111707
BTNL9	ENSG00000165810
XK	ENSG00000047597
MSTO1	ENSG00000125459
HNRNPH1P2	ENSG00000213924
TMUB1	ENSG00000164897
SPANXN2	ENSG00000268988
DYNLT3	ENSG00000165169
NUAK1	ENSG00000074590
LINC02460	ENSG00000255714
UBE2NL	ENSG00000276380
MKNK2P1	ENSG00000233533
RPL17P37	ENSG00000241590
CYCSP8	ENSG00000232503
ARL6IP1P2	ENSG00000225355
LINC02423	ENSG00000256750
AMBRA1	ENSG00000110497
RRM2P4	ENSG00000235598
LINC02440	ENSG00000255618
LINC02439	ENSG00000255814
ART4	ENSG00000111339
ABCF3	ENSG00000161204
GNG2	ENSG00000186469
TOR1AIP2	ENSG00000169905
SMCO3	ENSG00000179256
SRPX	ENSG00000101955
MGP	ENSG00000111341
HHIPL2	ENSG00000143512
GDPD1	ENSG00000153982
XPOT	ENSG00000184575
BNIP3P40	ENSG00000268058
ZNF254	ENSG00000213096
KCNA10	ENSG00000143105
GOLM1	ENSG00000135052
TXK	ENSG00000074966
P2RX7	ENSG00000089041
NLRP9P1	ENSG00000256581
CCNT1	ENSG00000129315
ZBED6	ENSG00000257315
SMIM39	ENSG00000284479
TMEM132D-AS1	ENSG00000249196
ARHGEF4	ENSG00000136002
LANCL3	ENSG00000147036
C12orf60	ENSG00000182993
TMEM132D-AS2	ENSG00000256699
TMEM132D	ENSG00000151952
TSPAN7	ENSG00000156298
ZC3H11A	ENSG00000058673
LINC02410	ENSG00000258292
ZNF202	ENSG00000166261
FCER1A	ENSG00000179639
CDKN2AIPNLP2	ENSG00000145835
TCP11L2	ENSG00000166046
PSMD10	ENSG00000101843
IL17RD	ENSG00000144730
YY1AP1	ENSG00000163374
OR10J3	ENSG00000196266
SNRPF	ENSG00000139343
NCL	ENSG00000115053
SFPQ	ENSG00000116560
C1orf141	ENSG00000203963
OR10J4	ENSG00000249730
OR10J7P	ENSG00000248442
OR10J9P	ENSG00000249197
PRRG1	ENSG00000130962
OR10J8P	ENSG00000251686
CCDC38	ENSG00000165972
OR10J1	ENSG00000196184
PPP6R3	ENSG00000110075
OR10J5	ENSG00000184155
TNFAIP2	ENSG00000185215
GUK1	ENSG00000143774
IL23R	ENSG00000162594
OR10AE1P	ENSG00000271890
APCS	ENSG00000132703
ECE2	ENSG00000145194
TDGF1P1	ENSG00000227988
OR10J6P	ENSG00000158731
WDR62	ENSG00000075702
SYTL5	ENSG00000147041
KCNA2	ENSG00000177301
CRPP1	ENSG00000223603
CRP	ENSG00000132693
CD247	ENSG00000198821
HNRNPCP10	ENSG00000215054
CYCSP44	ENSG00000233548
SPANXN1	ENSG00000203923
DDX19A	ENSG00000168872
PXDN	ENSG00000130508
LNCOG	ENSG00000257219
PEX7	ENSG00000112357
TOR1AIP1	ENSG00000143337
SLITRK2	ENSG00000185985
YWHAZP5	ENSG00000213260
TEX49	ENSG00000257987
LINC02627	ENSG00000229466
AKR1D1P1	ENSG00000227776
BBS10	ENSG00000179941
LINC02624	ENSG00000229775
ELL2P4	ENSG00000226388
AMDHD1	ENSG00000139344
RIBC1	ENSG00000158423
APCDD1L-DT	ENSG00000231290
DUSP23	ENSG00000158716
SFXN5	ENSG00000144040
CREG1	ENSG00000143162
SMC1A	ENSG00000072501
FHL2	ENSG00000115641
SMAD7	ENSG00000101665
FCRL6	ENSG00000181036
CTSE	ENSG00000196188
CNPY4	ENSG00000166997
TAF1A	ENSG00000143498
RCSD1	ENSG00000198771
FOXO1B	ENSG00000214295
EEF1A1P20	ENSG00000249963
MRPS6P2	ENSG00000237130
MTCYBP22	ENSG00000270232
MTND6P22	ENSG00000270230
FAF1	ENSG00000185104
OR2V1	ENSG00000185372
RPL15P1	ENSG00000227343
TMEM161BP1	ENSG00000237970
LINC00993	ENSG00000235687
MBLAC1	ENSG00000214309
VN1R53P	ENSG00000236313
MAN1C1	ENSG00000117643
EPHB3	ENSG00000182580
RPS27L	ENSG00000185088
AP4M1	ENSG00000221838
ANKRD30A	ENSG00000148513
FGD3	ENSG00000127084
COL14A1	ENSG00000187955
TAF1A-AS1	ENSG00000225265
MAP3K2	ENSG00000169967
OR2V2	ENSG00000182613
RHEX	ENSG00000263961
LINC01962	ENSG00000248473
SNRPGP17	ENSG00000271063
LINC02418	ENSG00000214039
LINC02419	ENSG00000256906
EEF1AKMT4	ENSG00000284753
LACTB	ENSG00000103642
FZD10-AS1	ENSG00000250208
EIF2B5	ENSG00000145191
AVPR1B	ENSG00000198049
NOP58	ENSG00000055044
TRIM7	ENSG00000146054
RPL22P4	ENSG00000225483
HNRNPA1	ENSG00000135486
DCST1-AS1	ENSG00000232093
FZD10	ENSG00000111432
DCST1	ENSG00000163357
LINC00471	ENSG00000181798
NMUR1	ENSG00000171596
PFN1P3	ENSG00000234367
SNHG28	ENSG00000188004
CCDC150	ENSG00000144395
CFAP45	ENSG00000213085
RPL23AP26	ENSG00000228884
ASS1P7	ENSG00000236893
LINC00501	ENSG00000203645
TEX44	ENSG00000177673
STX5	ENSG00000162236
ZFAND2B	ENSG00000158552
VIRMA	ENSG00000164944
PHBP12	ENSG00000230585
RPL23AP59	ENSG00000215002
HMGN1P18	ENSG00000234927
LINC01711	ENSG00000268941
CPED1	ENSG00000106034
P4HA1	ENSG00000122884
RAB11FIP5	ENSG00000135631
SRRM4	ENSG00000139767
DYM	ENSG00000141627
PTMA	ENSG00000187514
AUP1	ENSG00000115307
SORCS1	ENSG00000108018
MTND5P10	ENSG00000271687
ADAM15	ENSG00000143537
MTND4P35	ENSG00000270906
MTND4LP5	ENSG00000270350
MTND3P19	ENSG00000271480
MTCO3P22	ENSG00000270388
MTATP6P2	ENSG00000270307
DLG1-AS1	ENSG00000227375
MTCO2P22	ENSG00000270225
VSIG8	ENSG00000243284
HSPB8	ENSG00000152137
MAPRE3	ENSG00000084764
SUMO1P1	ENSG00000241721
MAGIX	ENSG00000269313
SLAMF8	ENSG00000158714
LINC00934	ENSG00000281196
VPS13D	ENSG00000048707
HTRA2	ENSG00000115317
KLHL11	ENSG00000178502
DHX30	ENSG00000132153
GTF3C3	ENSG00000119041
PROX2	ENSG00000119608
PRKAB1	ENSG00000111725
YLPM1	ENSG00000119596
CBX5	ENSG00000094916
OSBPL8	ENSG00000091039
RNF26	ENSG00000173456
DPYSL5	ENSG00000157851
DOK1	ENSG00000115325
MPO	ENSG00000005381
MFRP	ENSG00000235718
TMEM233	ENSG00000224982
GM2A	ENSG00000196743
COPZ1	ENSG00000111481
CCDC60	ENSG00000183273
NBPF25P	ENSG00000272150
CCDC69	ENSG00000198624
TBC1D22A	ENSG00000054611
KAT14	ENSG00000149474
C1QTNF5	ENSG00000223953
SNRPE	ENSG00000182004
VWA5B2	ENSG00000145198
IGFBP6	ENSG00000167779
LINC00955	ENSG00000216560
LOXL3	ENSG00000115318
PLXND1	ENSG00000004399
RFX4	ENSG00000111783
CLEC9A	ENSG00000197992
MCM7	ENSG00000166508
PET117	ENSG00000232838
KRT8P29	ENSG00000236430
HSPE1P6	ENSG00000232917
CBX1P3	ENSG00000237379
LINC00303	ENSG00000176754
MIA3	ENSG00000154305
HAL	ENSG00000084110
CHRD	ENSG00000090539
NDUFAB1	ENSG00000004779
HS6ST2	ENSG00000171004
SERBP1P5	ENSG00000249565
MICOS10P4	ENSG00000248117
PRICKLE3	ENSG00000012211
FRAS1	ENSG00000138759
SRGAP2	ENSG00000266028
PGM3	ENSG00000013375
SLC11A1	ENSG00000018280
HS6ST2-AS1	ENSG00000235849
LINC00578	ENSG00000228221
USP26	ENSG00000134588
DAP3	ENSG00000132676
MTCO1P22	ENSG00000271207
TFDP3	ENSG00000183434
MAP3K2-DT	ENSG00000236682
LINC02171	ENSG00000250632
LINC02600	ENSG00000250986
SPATA41	ENSG00000189419
PLP2	ENSG00000102007
SOAT2	ENSG00000167780
ADRA2C	ENSG00000184160
OR7E163P	ENSG00000251166
OR7E162P	ENSG00000234386
GSG1L	ENSG00000169181
NDUFA3P2	ENSG00000254856
NFE2	ENSG00000123405
SLC35D3	ENSG00000182747
RPL35AP3	ENSG00000230350
NID2	ENSG00000087303
CERS3-AS1	ENSG00000259430
RIC8B	ENSG00000111785
CERS3	ENSG00000154227
SCAT2	ENSG00000257596
TEC	ENSG00000135605
FAT1	ENSG00000083857
CXorf51B	ENSG00000235699
AIDA	ENSG00000186063
CXorf51A	ENSG00000224440
FAM72A	ENSG00000196550
FMR1-AS1	ENSG00000268066
BROX	ENSG00000162819
RTRAF	ENSG00000087302
FAM168B	ENSG00000152102
ISM2	ENSG00000100593
RPL21P5	ENSG00000258640
IL20RA	ENSG00000016402
LINC01840	ENSG00000230215
CLEC1A	ENSG00000150048
WNT16	ENSG00000002745
HECTD1	ENSG00000092148
SOX13	ENSG00000143842
DVL3	ENSG00000161202
CHKB-CPT1B	ENSG00000254413
TAF6	ENSG00000106290
P2RX4	ENSG00000135124
GPC4	ENSG00000076716
POLR3B	ENSG00000013503
CHKB	ENSG00000100288
LINC02015	ENSG00000231574
RPL6P21	ENSG00000223445
FAM78A	ENSG00000126882
ADCY6	ENSG00000174233
ALG1L7P	ENSG00000251271
ERLNC1	ENSG00000230550
ETNK2	ENSG00000143845
FAM86EP	ENSG00000251669
MTFR1L	ENSG00000117640
GPR89A	ENSG00000117262
KCNMB2	ENSG00000197584
C16orf58	ENSG00000140688
IL2RA	ENSG00000134460
TEX54	ENSG00000283268
RPL10P12	ENSG00000234040
WDR74	ENSG00000133316
ATP5PDP4	ENSG00000234925
THPO	ENSG00000090534
KCNA3	ENSG00000177272
NRBF2P3	ENSG00000237415
PPIAP75	ENSG00000271131
RAP1B	ENSG00000127314
MPZL1	ENSG00000197965
TRADD	ENSG00000102871
KCNMB2-AS1	ENSG00000237978
CHKB-DT	ENSG00000205559
THAP9-AS1	ENSG00000251022
CPT1B	ENSG00000205560
LINC01014	ENSG00000223941
OR11I1P	ENSG00000232791
DOP1A	ENSG00000083097
KRT18P51	ENSG00000250504
SLC5A2	ENSG00000140675
BMPR2	ENSG00000204217
NCK2	ENSG00000071051
PDE4DIP	ENSG00000178104
CIT	ENSG00000122966
EEF1A1P26	ENSG00000233167
ABCE1	ENSG00000164163
PSMD2	ENSG00000175166
DGKB	ENSG00000136267
SELENON	ENSG00000162430
EMC10	ENSG00000161671
IL12RB2	ENSG00000081985
AUNIP	ENSG00000127423
FBXL8	ENSG00000135722
ATG13	ENSG00000175224
TMEM104	ENSG00000109066
TBC1D22A-AS1	ENSG00000280080
RPSAP16	ENSG00000235145
RWDD2A	ENSG00000013392
CEP350	ENSG00000135837
RNF43	ENSG00000108375
LTA4H	ENSG00000111144
ERVK-28	ENSG00000267696
ITPRIPL1	ENSG00000198885
FAM71E1	ENSG00000142530
FREM3	ENSG00000183090
HSF4	ENSG00000102878
GYPE	ENSG00000197465
MAPK8IP2	ENSG00000008735
RAB6A	ENSG00000175582
COPS7B	ENSG00000144524
SLC25A1P5	ENSG00000267323
FAM3C	ENSG00000196937
GUSBP5	ENSG00000236296
FRG1DP	ENSG00000282870
GYPA	ENSG00000170180
MLST8	ENSG00000167965
MARK2	ENSG00000072518
CCNF	ENSG00000162063
TSPOAP1	ENSG00000005379
ZNF133	ENSG00000125846
VTI1BP3	ENSG00000258074
HIGD1AP1	ENSG00000258016
LINC00662	ENSG00000261824
EIF4A1P4	ENSG00000257790
CYCSP19	ENSG00000213310
CDKN2C	ENSG00000123080
MTCO1P17	ENSG00000223619
PROC	ENSG00000115718
MTCO2P17	ENSG00000233888
MTATP6P17	ENSG00000235433
SUSD3	ENSG00000157303
MTCO3P17	ENSG00000237542
MTND3P17	ENSG00000233134
MTND4LP17	ENSG00000241221
DUX4L32	ENSG00000283069
MTND4P30	ENSG00000227454
PCMTD1P7	ENSG00000282949
TAGLN2	ENSG00000158710
DUX4L33	ENSG00000282894
FABP5P15	ENSG00000237106
DUX4L34	ENSG00000282935
MTCO1P54	ENSG00000233311
FAM131A	ENSG00000175182
FRG2EP	ENSG00000282842
PSPH	ENSG00000146733
RARRES2P11	ENSG00000283123
AGGF1P10	ENSG00000282968
FAM117B	ENSG00000138439
ATRX	ENSG00000085224
LINC00601	ENSG00000235180
GPAT3	ENSG00000138678
HNRNPABP1	ENSG00000255734
C10orf90	ENSG00000154493
ACTG1P17	ENSG00000259315
CTDSP1	ENSG00000144579
CD53	ENSG00000143119
ADCY10	ENSG00000143199
DUX4L35	ENSG00000282911
IGSF9	ENSG00000085552
ICA1L	ENSG00000163596
SPTLC2	ENSG00000100596
GPC3-AS1	ENSG00000286096
GPC3	ENSG00000147257
TFEB	ENSG00000112561
FSD2	ENSG00000186628
XKR8	ENSG00000158156
TSPOAP1-AS1	ENSG00000265148
SMPDL3B	ENSG00000130768
PDE6D	ENSG00000156973
AP2M1	ENSG00000161203
USP2	ENSG00000036672
SUPT4H1	ENSG00000213246
PPP4R3B	ENSG00000275052
ATG4A	ENSG00000101844
DRAXIN	ENSG00000162490
TBK1	ENSG00000183735
SLAMF9	ENSG00000162723
FRG1EP	ENSG00000282995
TACC1P1	ENSG00000224920
SNHG21	ENSG00000250988
OR4F7P	ENSG00000217874
WBP1LP8	ENSG00000273640
CFTRP2	ENSG00000282921
RIMBP2	ENSG00000060709
CDC27P3	ENSG00000283005
ABCB6	ENSG00000115657
DUX4L37	ENSG00000283020
ZNF250	ENSG00000196150
CFTRP3	ENSG00000204555
RPL23AP47	ENSG00000219814
RPL7AP9	ENSG00000213272
LINC01597	ENSG00000205611
CDCP1	ENSG00000163814
YWHAQP7	ENSG00000271142
LINC01133	ENSG00000224259
HESX1	ENSG00000163666
FAM242A	ENSG00000231934
REN	ENSG00000143839
RPL7P43	ENSG00000241045
HARBI1	ENSG00000180423
UNC13D	ENSG00000092929
PIGM	ENSG00000143315
PNPLA1	ENSG00000180316
RPSAP63	ENSG00000233260
KCNJ10	ENSG00000177807
SLC36A3	ENSG00000186334
PNPT1P2	ENSG00000233272
KISS1	ENSG00000170498
OTUD4	ENSG00000164164
TIMM8BP2	ENSG00000224908
STX2	ENSG00000111450
GOLT1A	ENSG00000174567
LARP1BP3	ENSG00000232664
CCDC160	ENSG00000203952
KCNJ9	ENSG00000162728
RPL35AP30	ENSG00000226729
MLPH	ENSG00000115648
PDZK1	ENSG00000174827
LINC00628	ENSG00000280924
GCSHP5	ENSG00000224837
MPC2	ENSG00000143158
PLEKHA6	ENSG00000143850
ZDHHC17	ENSG00000186908
FTLP6	ENSG00000254984
RCE1	ENSG00000173653
PLPP7	ENSG00000160539
EIF4G1	ENSG00000114867
ATG9A	ENSG00000198925
DCAF6	ENSG00000143164
FAM177B	ENSG00000197520
C11orf80	ENSG00000173715
OVOL3	ENSG00000105261
MRPS36P2	ENSG00000249539
POLR2I	ENSG00000105258
AGAP3	ENSG00000133612
GYPB	ENSG00000250361
TBCB	ENSG00000105254
FRG1BP	ENSG00000149531
MTND1P18	ENSG00000225276
MTRNR2L7	ENSG00000256892
C9orf153	ENSG00000187753
DISP1	ENSG00000154309
NDUFB1P2	ENSG00000234523
TLK2P2	ENSG00000228828
IGSF8	ENSG00000162729
ZNF248	ENSG00000198105
USP37	ENSG00000135913
NPPC	ENSG00000163273
PGP	ENSG00000184207
ITGB7	ENSG00000139626
BRICD5	ENSG00000182685
HEATR5A	ENSG00000129493
TLR5	ENSG00000187554
POU5F2	ENSG00000248483
NPM1P27	ENSG00000249353
C1orf185	ENSG00000204006
FAM172A	ENSG00000113391
HHIP	ENSG00000164161
FIG4	ENSG00000112367
C1QBPP2	ENSG00000213409
LINC01435	ENSG00000229981
LINC00645	ENSG00000258548
LRIF1	ENSG00000121931
BDNF	ENSG00000176697
CSRP2	ENSG00000175183
LEKR1	ENSG00000197980
ZNF33BP1	ENSG00000225192
IL22RA2	ENSG00000164485
RAN	ENSG00000132341
C2orf40	ENSG00000119147
DTD2	ENSG00000129480
HHIP-AS1	ENSG00000248890
HSPD1P5	ENSG00000249193
MLLT10P1	ENSG00000238151
KLF3P2	ENSG00000241879
NKX6-1	ENSG00000163623
ANAPC10	ENSG00000164162
CCNT2P1	ENSG00000225672
ANKRD20A21P	ENSG00000277112
RASA4DP	ENSG00000233297
BDNF-AS	ENSG00000245573
ENDOV	ENSG00000173818
RDM1P1	ENSG00000266504
YWHAQ	ENSG00000134308
RNF144A-AS1	ENSG00000228203
CD9	ENSG00000010278
RNF144A	ENSG00000151692
RPL32P23	ENSG00000214015
ENPP7P9	ENSG00000250476
ATP1A2	ENSG00000018625
KRT8P15	ENSG00000233579
C2orf66	ENSG00000187944
ZNF740	ENSG00000139651
SLC36A2	ENSG00000186335
CACNB3	ENSG00000167535
YPEL5P3	ENSG00000258251
LINC02452	ENSG00000283422
LINC02555	ENSG00000260943
CST4	ENSG00000101441
QSOX1	ENSG00000116260
CSAD	ENSG00000139631
ELK3	ENSG00000111145
RPS24P8	ENSG00000224094
KDF1	ENSG00000175707
DEFB115	ENSG00000215547
TMEM158	ENSG00000249992
RPL3P13	ENSG00000258013
DKKL1P1	ENSG00000215546
BNIP3P1	ENSG00000197358
RPL26P3	ENSG00000240179
RAB8B	ENSG00000166128
CST2P1	ENSG00000232595
DEFB116	ENSG00000215545
EIF4A1P12	ENSG00000257662
LINC02300	ENSG00000258175
RPL31P3	ENSG00000237929
DNAJC9-AS1	ENSG00000236756
RPL12P13	ENSG00000172746
MRPS16	ENSG00000182180
BCL3	ENSG00000069399
CDS1	ENSG00000163624
VIL1	ENSG00000127831
LINC00881	ENSG00000241135
PGAP1	ENSG00000197121
LINC02029	ENSG00000241544
LINC00880	ENSG00000243629
BTF3P2	ENSG00000258282
NUDT13	ENSG00000166321
OSTCP2	ENSG00000225294
CST1	ENSG00000170373
RBM17	ENSG00000134453
IKBKE	ENSG00000263528
JOSD2	ENSG00000161677
SLAIN2	ENSG00000109171
FOXG1	ENSG00000176165
ISCA1	ENSG00000135070
FAM174A	ENSG00000174132
FOXG1-AS1	ENSG00000257126
TRNP1	ENSG00000253368
CSTP2	ENSG00000277975
LRRK2	ENSG00000188906
TENT5B	ENSG00000158246
BCAS1	ENSG00000064787
BICDL1	ENSG00000135127
C6orf222	ENSG00000189325
HAUS6P2	ENSG00000236121
CST2	ENSG00000170369
E2F7	ENSG00000165891
DEFB117	ENSG00000212717
GPR79	ENSG00000232374
OR4D12P	ENSG00000198787
DEFB118	ENSG00000131068
UNC93B4	ENSG00000250381
ZNF136	ENSG00000196646
TMCC1	ENSG00000172765
LLGL2	ENSG00000073350
PRRC2B	ENSG00000130723
DEFB119	ENSG00000180483
ACBD6	ENSG00000230124
GBX1	ENSG00000164900
ASB10	ENSG00000146926
PHF6	ENSG00000156531
LINC02464	ENSG00000257677
LHX4	ENSG00000121454
CDK17	ENSG00000059758
VDAC1P4	ENSG00000235060
ATP1A4	ENSG00000132681
OVAAL	ENSG00000236719
EEF1B2P4	ENSG00000257119
RPL30P12	ENSG00000240631
CFL1P2	ENSG00000213478
LINC01562	ENSG00000203356
C1orf147	ENSG00000162888
IQCA1L	ENSG00000278685
KCTD20	ENSG00000112078
ASPDH	ENSG00000204653
SLC10A4	ENSG00000145248
ZAR1	ENSG00000182223
MTERF2	ENSG00000120832
OR7E99P	ENSG00000250710
CFAP70	ENSG00000156042
TPRKBP2	ENSG00000260452
TMEM263	ENSG00000151135
XPO6	ENSG00000169180
AGTRAP	ENSG00000177674
MSANTD4	ENSG00000170903
DEFB121	ENSG00000204548
RASSF5	ENSG00000266094
LINC02471	ENSG00000223914
CASQ1	ENSG00000143318
PXT1	ENSG00000179165
PRKXP1	ENSG00000259205
ECD	ENSG00000122882
ETV7	ENSG00000010030
LINS1	ENSG00000140471
TSPAN5	ENSG00000168785
SESTD1	ENSG00000187231
LURAP1	ENSG00000171357
EIF2D	ENSG00000143486
XPR1	ENSG00000143324
POMGNT1	ENSG00000085998
GPR161	ENSG00000143147
POLR3C	ENSG00000186141
EYA3	ENSG00000158161
DIS3L2	ENSG00000144535
LINC00678	ENSG00000254934
CBX3P1	ENSG00000177447
ASB7	ENSG00000183475
FAM185A	ENSG00000222011
U2AF1	ENSG00000160201
PRLH	ENSG00000071677
CD160	ENSG00000117281
PEA15	ENSG00000162734
COX5AP2	ENSG00000258981
LINC02319	ENSG00000258694
RNF115	ENSG00000265491
RAB17	ENSG00000124839
SMARCD3	ENSG00000082014
OR7E43P	ENSG00000249844
DYRK3	ENSG00000143479
ZMAT3	ENSG00000172667
BCAS2P2	ENSG00000234332
TIPRL	ENSG00000143155
CDC14A	ENSG00000079335
CBLC	ENSG00000142273
RPL34P1	ENSG00000237049
MAPKAPK2	ENSG00000162889
SNTB1	ENSG00000172164
ANKRD36BP1	ENSG00000214262
SFT2D2	ENSG00000213064
MRPL13	ENSG00000172172
NAV3	ENSG00000067798
RNF11	ENSG00000123091
GJC2	ENSG00000198835
CHPF2	ENSG00000033100
CARD19	ENSG00000165233
IBA57-DT	ENSG00000203684
EIF4A2P2	ENSG00000227382
IWS1	ENSG00000163166
DNAJC9	ENSG00000213551
NFKB2	ENSG00000077150
IBA57	ENSG00000181873
NCAPGP1	ENSG00000250290
DRAM2	ENSG00000156171
MTBP	ENSG00000172167
ZNF44	ENSG00000197857
FAM149B1	ENSG00000138286
CFAP54	ENSG00000188596
ST8SIA4	ENSG00000113532
IL10	ENSG00000136634
CRY1	ENSG00000008405
RASSF3	ENSG00000153179
GPR6	ENSG00000146360
OR7H2P	ENSG00000251261
SUSD4	ENSG00000143502
OTOP1	ENSG00000163982
SLCO4C1	ENSG00000173930
PTGDR	ENSG00000168229
LINC00851	ENSG00000237282
GTF3AP5	ENSG00000225816
NINJ1	ENSG00000131669
MTCYBP35	ENSG00000251340
KIAA0825	ENSG00000185261
HPRT1	ENSG00000165704
WHAMM	ENSG00000156232
GRIN2C	ENSG00000161509
GNS	ENSG00000135677
TBX19	ENSG00000143178
MTND6P3	ENSG00000254132
CEPT1	ENSG00000134255
MTND5P12	ENSG00000251544
LINC01644	ENSG00000218357
PGC	ENSG00000096088
LINC01124	ENSG00000222033
SP5	ENSG00000204335
CAMKK2	ENSG00000110931
ZMYM4	ENSG00000146463
IFNGR1	ENSG00000027697
NOM1	ENSG00000146909
CARF	ENSG00000138380
STX16-NPEPL1	ENSG00000254995
ANKRD44-IT1	ENSG00000236977
DEFB122	ENSG00000204547
ATP5MC2P3	ENSG00000230482
HNRNPA3P15	ENSG00000225636
CCDC185	ENSG00000178395
STX16	ENSG00000124222
PTPRZ1	ENSG00000106278
ANKRD44	ENSG00000065413
ECEL1P3	ENSG00000230122
EIF2S2P4	ENSG00000128692
TAF1B	ENSG00000115750
AGPAT4-IT1	ENSG00000279355
AGPAT4	ENSG00000026652
ERICH2	ENSG00000204334
SNRPEP10	ENSG00000227002
CAPN8	ENSG00000203697
MNX1-AS2	ENSG00000235029
MNX1	ENSG00000130675
CST5	ENSG00000170367
UXS1	ENSG00000115652
FRS3	ENSG00000137218
LINC01551	ENSG00000186960
MNX1-AS1	ENSG00000243479
LINC02282	ENSG00000257056
LINC02281	ENSG00000257748
DEFB123	ENSG00000180424
USP49	ENSG00000164663
SLC9A1	ENSG00000090020
SNRPCP3	ENSG00000244668
RPS27AP12	ENSG00000225224
NCAPH	ENSG00000121152
OBSCN	ENSG00000154358
ERICH6	ENSG00000163645
ALPP	ENSG00000163283
UBE3C	ENSG00000009335
PALB2	ENSG00000083093
TOMM6	ENSG00000214736
QRSL1P1	ENSG00000215833
TEDC2	ENSG00000162062
PRICKLE4	ENSG00000278224
XCL2	ENSG00000143185
ERICH6-AS1	ENSG00000240137
ZMYM4-AS1	ENSG00000227409
EEF1A1P33	ENSG00000258846
RPL5P4	ENSG00000229994
LINC02210	ENSG00000204650
PTGER2	ENSG00000125384
XCL1	ENSG00000143184
SLCO6A1	ENSG00000205359
AGMO	ENSG00000187546
PHEX-AS1	ENSG00000224204
SCN7A	ENSG00000136546
PHEX	ENSG00000102174
RPL29P7	ENSG00000213063
LINC00626	ENSG00000225826
ADGRD1-AS1	ENSG00000256151
DPT	ENSG00000143196
PRXL2AP1	ENSG00000257220
ADGRD1	ENSG00000111452
CSTP1	ENSG00000228476
